,new_code,Code,Code_lower,Count_lower,Title,Title_lower,Year_of_workshop,quarter,Org,Country,Big_Idea,age,gender,Repeat,Notes,content,Content1,Content2,RIGHT
995,995,cEUvV,ceuvv,1,The Power of Studying,the power of studying,2017,0,EDM - Samrong,Cambodia,Power,20,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","when my mother let me go to school 
i was very happy. 
when i went to school on my first day 
i saw a lot of students come to school. 
when i think about the future 
i will have good friends. 
they could help me in studying. 
now i study in high school 
i have a goal in my life. 
i will help my family to earn money 
if i can help myself, so, my life is meaningful.","when my mother let me go to school 
i was very happy. 
when i went to school on my first day 
i saw a lot of students come to school. 
when i think about the future 
i will have good friends. 
they could help me in studying. 
now i study in high school 
i have a goal in my life. 
i will help my family to earn money 
if i can help myself, so, my life is meaningful.","when my mother let me go to school 
i was very happy. 
when i went to school on my first day 
i saw a lot of students come to school. 
when i think about the future 
i will have good friends. 
they could help me in studying. 
now i study in high school 
i have a goal in my life. 
i will help my family to earn money 
if i can help myself, so, my life is meaningful.",1
996,996,oZRxk,ozrxk,1,The House,the house,2017,0,EDM - Samrong,Cambodia,Power,18,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","my love is my house 
when i was a baby 
i cried a lot 
my house had a lot of people 
grandparents, parents, brothers 
and sisters 
they always take care of me 
my house makes me smile, then i’m 
sad 
when i grew up 
i went to school 
after i left far from my home 
i felt very sad 
i missed everything 
when i go back home again 
i’m very happy with my family 
i didn’t want to go far from them 
again 
so my family and my house is my 
heart","my love is my house 
when i was a baby 
i cried a lot 
my house had a lot of people 
grandparents, parents, brothers 
and sisters 
they always take care of me 
my house makes me smile, then i’m 
sad 
when i grew up 
i went to school 
after i left far from my home 
i felt very sad 
i missed everything 
when i go back home again 
i’m very happy with my family 
i didn’t want to go far from them 
again 
so my family and my house is my 
heart","my love is my house 
when i was a baby 
i cried a lot 
my house had a lot of people 
grandparents, parents, brothers 
and sisters 
they always take care of me 
my house makes me smile, then i’m 
sad 
when i grew up 
i went to school 
after i left far from my home 
i felt very sad 
i missed everything 
when i go back home again 
i’m very happy with my family 
i didn’t want to go far from them 
again 
so my family and my house is my 
heart",1
997,997,Leiak,leiak,1,The Power of Studying,the power of studying,2017,0,EDM - Samrong,Cambodia,Power,17,M,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","when i was born 
i was a baby. 
i went to study when i was 6 years old. 
i was brave to go study. 
i could do my exams. 
i passed the exams, and moved to 
grade 12. 
when i pass grade 12 i will have a job. 
i will get much money. 
i will have a family. 
we will live happily, my family.","when i was born 
i was a baby. 
i went to study when i was 6 years old. 
i was brave to go study. 
i could do my exams. 
i passed the exams, and moved to 
grade 12. 
when i pass grade 12 i will have a job. 
i will get much money. 
i will have a family. 
we will live happily, my family.","when i was born 
i was a baby. 
i went to study when i was 6 years old. 
i was brave to go study. 
i could do my exams. 
i passed the exams, and moved to 
grade 12. 
when i pass grade 12 i will have a job. 
i will get much money. 
i will have a family. 
we will live happily, my family.",1
998,998,eNVTx,envtx,1,My Close Friend,my close friend,2017,0,EDM - Samrong,Cambodia,Power,18,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","when i was young, 
i went to school. 
i met a lot of friends. 
we like studying together, 
and if someone has problems 
we always help each other 
when i grew up 
i lived with my friend. 
when i left home to study at “enfants” 
they helped me with everything that they can when i need something they can do it for me. 
they correct me all the time when i am wrong and encourage me when i have a problem 
i really love them so much.","when i was young, 
i went to school. 
i met a lot of friends. 
we like studying together, 
and if someone has problems 
we always help each other 
when i grew up 
i lived with my friend. 
when i left home to study at “enfants” 
they helped me with everything that they can when i need something they can do it for me. 
they correct me all the time when i am wrong and encourage me when i have a problem 
i really love them so much.","when i was young, 
i went to school. 
i met a lot of friends. 
we like studying together, 
and if someone has problems 
we always help each other 
when i grew up 
i lived with my friend. 
when i left home to study at “enfants” 
they helped me with everything that they can when i need something they can do it for me. 
they correct me all the time when i am wrong and encourage me when i have a problem 
i really love them so much.",1
999,999,VFWhX,vfwhx,1,Time Changes my Life,time changes my life,2017,0,EDM - Samrong,Cambodia,Power,17,M,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","when i was born 
i cried a lot and 
i needed milk very much. 
but when i grew up 
i was changing myself. 
i am very happy with my family. 
sometimes i go to sea 
with my family 
and i’m happy every day 
i stay at home. 
i want to help my parents. 
i love my family. 
i want to see 
a family of smiles. 
when i study at school 
i have a lot of friends 
and i study hard. 
when i finish my studies 
i want to have a good job. 
i want to earn a lot of money. 
when i am old 
i want to sleep. 
i want to eat a lot of food. 
and i want to live with my family. 
when i am oldest 
i won’t work.","when i was born 
i cried a lot and 
i needed milk very much. 
but when i grew up 
i was changing myself. 
i am very happy with my family. 
sometimes i go to sea 
with my family 
and i’m happy every day 
i stay at home. 
i want to help my parents. 
i love my family. 
i want to see 
a family of smiles. 
when i study at school 
i have a lot of friends 
and i study hard. 
when i finish my studies 
i want to have a good job. 
i want to earn a lot of money. 
when i am old 
i want to sleep. 
i want to eat a lot of food. 
and i want to live with my family. 
when i am oldest 
i won’t work.","when i was born 
i cried a lot and 
i needed milk very much. 
but when i grew up 
i was changing myself. 
i am very happy with my family. 
sometimes i go to sea 
with my family 
and i’m happy every day 
i stay at home. 
i want to help my parents. 
i love my family. 
i want to see 
a family of smiles. 
when i study at school 
i have a lot of friends 
and i study hard. 
when i finish my studies 
i want to have a good job. 
i want to earn a lot of money. 
when i am old 
i want to sleep. 
i want to eat a lot of food. 
and i want to live with my family. 
when i am oldest 
i won’t work.",1
1000,1000,RLubs,rlubs,1,Life at EDM,life at edm,2017,0,EDM - Samrong,Cambodia,Power,16,M,2,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","when i studied in grade seven 
i was so happy, because i could live 
in enfants du mekong centre at samrong. 
i have a lot of friends, and they are good friends and they make me happy everyday, 
and i have sisters and brothers too. 
i can study a lot and i can study english. 
in my village i never studied english. 
when i know about english 
i can have a good job to help my family. 
living here it can help me to be a good person 
and i can speak with foreigners. 
we can play together 
day after day we are happy. 
especially i thank you enfants du mekong 
for making me become a good person.","when i studied in grade seven 
i was so happy, because i could live 
in enfants du mekong centre at samrong. 
i have a lot of friends, and they are good friends and they make me happy everyday, 
and i have sisters and brothers too. 
i can study a lot and i can study english. 
in my village i never studied english. 
when i know about english 
i can have a good job to help my family. 
living here it can help me to be a good person 
and i can speak with foreigners. 
we can play together 
day after day we are happy. 
especially i thank you enfants du mekong 
for making me become a good person.","when i studied in grade seven 
i was so happy, because i could live 
in enfants du mekong centre at samrong. 
i have a lot of friends, and they are good friends and they make me happy everyday, 
and i have sisters and brothers too. 
i can study a lot and i can study english. 
in my village i never studied english. 
when i know about english 
i can have a good job to help my family. 
living here it can help me to be a good person 
and i can speak with foreigners. 
we can play together 
day after day we are happy. 
especially i thank you enfants du mekong 
for making me become a good person.",1
1001,1001,JbgTm,jbgtm,1,Different Passions,different passions,2017,0,EDM - Sisophon,Cambodia,Power,14,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","a lot of birds 
stay with each other. 
a bird lives alone. 
it’s lonely","a lot of birds 
stay with each other. 
a bird lives alone. 
it’s lonely","a lot of birds 
stay with each other. 
a bird lives alone. 
it’s lonely",1
1002,1002,tgutc,tgutc,1,Because it can do what it wants,because it can do what it wants,2017,0,EDM - Sisophon,Cambodia,Power,15,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","power king and queen 
king and queen, 
they live in the palace. 
all the people in the country obey him. 
king and queen they can do what they want. 
king is handsome 
queen is beautiful 
they are helpful for people in the country. 
king doesn’t discriminate against people in his country. 
happy people say thanks for king and queen. 
when they want to go somewhere, 
they have many people to welcome them. 
this is a great lme for the people, to see the 
powerful king and queen. 
they are very happy.","power king and queen 
king and queen, 
they live in the palace. 
all the people in the country obey him. 
king and queen they can do what they want. 
king is handsome 
queen is beautiful 
they are helpful for people in the country. 
king doesn’t discriminate against people in his country. 
happy people say thanks for king and queen. 
when they want to go somewhere, 
they have many people to welcome them. 
this is a great lme for the people, to see the 
powerful king and queen. 
they are very happy.","power king and queen 
king and queen, 
they live in the palace. 
all the people in the country obey him. 
king and queen they can do what they want. 
king is handsome 
queen is beautiful 
they are helpful for people in the country. 
king doesn’t discriminate against people in his country. 
happy people say thanks for king and queen. 
when they want to go somewhere, 
they have many people to welcome them. 
this is a great lme for the people, to see the 
powerful king and queen. 
they are very happy.",1
1003,1003,asWqx,aswqx,1,It is an interestIng Lme for people in the country.,it is an interesting lme for people in the country.,2017,0,EDM - Sisophon,Cambodia,Power,14,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","good people in family 
happy family 
a good family has mother and father. 
i love my parents. 
in a happy family 
boys and girls have equal rights. 
good friends help their friends. 
i love my friends. 
we are good students. 
we are good at studying. 
we listen to the teacher and our parents.","good people in family 
happy family 
a good family has mother and father. 
i love my parents. 
in a happy family 
boys and girls have equal rights. 
good friends help their friends. 
i love my friends. 
we are good students. 
we are good at studying. 
we listen to the teacher and our parents.","good people in family 
happy family 
a good family has mother and father. 
i love my parents. 
in a happy family 
boys and girls have equal rights. 
good friends help their friends. 
i love my friends. 
we are good students. 
we are good at studying. 
we listen to the teacher and our parents.",1
1004,1004,aXPHu,axphu,1,We are good children and students.,we are good children and students.,2017,0,EDM - Sisophon,Cambodia,Power,17,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","my family 
my family has my father, my sister, and my brother. 
my family is happy every day. 
my family has two sisters. 
my family is a small family. 
my family is a good family. 
my sister loves me and my family 
my father loves his children. 
the children love and obey my father. 
my family 
i love my family very much.","my family 
my family has my father, my sister, and my brother. 
my family is happy every day. 
my family has two sisters. 
my family is a small family. 
my family is a good family. 
my sister loves me and my family 
my father loves his children. 
the children love and obey my father. 
my family 
i love my family very much.","my family 
my family has my father, my sister, and my brother. 
my family is happy every day. 
my family has two sisters. 
my family is a small family. 
my family is a good family. 
my sister loves me and my family 
my father loves his children. 
the children love and obey my father. 
my family 
i love my family very much.",1
1005,1005,wxVBW,wxvbw,1,School,school,2017,0,EDM - Sisophon,Cambodia,Power,14,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","in the country, have king or queen. 
country has schools. 
school has people. the people are students, 
teachers and director. 
the school has good students and bad students. 
the school has teachers. 
students are listening to the teacher. 
teacher is teaching students 
students are wrilng the lesson. 
in school they are silent. 
they can ask the teachers. 
teachers answer the queslon. 
the students are thinking about the lesson. 
students doing classwork. 
they are raising the flag, 
the flag of their country. 
they are very helpful 
and they are very friendly in school.","in the country, have king or queen. 
country has schools. 
school has people. the people are students, 
teachers and director. 
the school has good students and bad students. 
the school has teachers. 
students are listening to the teacher. 
teacher is teaching students 
students are wrilng the lesson. 
in school they are silent. 
they can ask the teachers. 
teachers answer the queslon. 
the students are thinking about the lesson. 
students doing classwork. 
they are raising the flag, 
the flag of their country. 
they are very helpful 
and they are very friendly in school.","in the country, have king or queen. 
country has schools. 
school has people. the people are students, 
teachers and director. 
the school has good students and bad students. 
the school has teachers. 
students are listening to the teacher. 
teacher is teaching students 
students are wrilng the lesson. 
in school they are silent. 
they can ask the teachers. 
teachers answer the queslon. 
the students are thinking about the lesson. 
students doing classwork. 
they are raising the flag, 
the flag of their country. 
they are very helpful 
and they are very friendly in school.",1
1006,1006,RexiJ,rexij,1,Advantage of Power,advantage of power,2017,0,EDM - Sisophon,Cambodia,Power,14,M,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","king and queen 
they live in the palace. 
they make a lot of rules for everybody. 
they have a lot of power to protect everyone. 
when they love or like each other they will have 
more power. 
when you see the power of something 
you will be scared, afraid, shocked, amazed 
and you will be proud that you can see it. 
while you do the aclvity, it is great 
like flying with the suitcase, flying a long way 
and finding the place that you want to go 
you will be a successful person and you will 
have power to protect yourself. 
the power is beginning 
when you have a lot of friendship, 
unity and do not discriminate, 
and are helpful 
you will have warm feelings 
and can do what you want 
such as a bird alone.","king and queen 
they live in the palace. 
they make a lot of rules for everybody. 
they have a lot of power to protect everyone. 
when they love or like each other they will have 
more power. 
when you see the power of something 
you will be scared, afraid, shocked, amazed 
and you will be proud that you can see it. 
while you do the aclvity, it is great 
like flying with the suitcase, flying a long way 
and finding the place that you want to go 
you will be a successful person and you will 
have power to protect yourself. 
the power is beginning 
when you have a lot of friendship, 
unity and do not discriminate, 
and are helpful 
you will have warm feelings 
and can do what you want 
such as a bird alone.","king and queen 
they live in the palace. 
they make a lot of rules for everybody. 
they have a lot of power to protect everyone. 
when they love or like each other they will have 
more power. 
when you see the power of something 
you will be scared, afraid, shocked, amazed 
and you will be proud that you can see it. 
while you do the aclvity, it is great 
like flying with the suitcase, flying a long way 
and finding the place that you want to go 
you will be a successful person and you will 
have power to protect yourself. 
the power is beginning 
when you have a lot of friendship, 
unity and do not discriminate, 
and are helpful 
you will have warm feelings 
and can do what you want 
such as a bird alone.",1
1007,1007,hUzRE,huzre,1,King and Queen,king and queen,2017,0,EDM - Sisophon,Cambodia,Power,13,M,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","king and queen 
have a lot of people in the country 
obey them and they can protect the people 
iin the country too. 
they have each other and they know a lot, 
but the king doesn’t forget his job should be to 
protect the country and the people. 
the king wants the country to help each other 
and have peace. 
the queen can help with the job, too. 
when they are free they can have a party, 
and visit around the world. 
it is magic for him and her . 
it is so very good, because all 
people have pride too. 
the many children in the country can have pride 
when they see the country is friendly and helpful. 
it makes them confident. 
it is great for all people when they have a good king in the country. 
the king does not discriminate. 
all people in the country, if there’s peace and tolerance 
should make peace.","king and queen 
have a lot of people in the country 
obey them and they can protect the people 
iin the country too. 
they have each other and they know a lot, 
but the king doesn’t forget his job should be to 
protect the country and the people. 
the king wants the country to help each other 
and have peace. 
the queen can help with the job, too. 
when they are free they can have a party, 
and visit around the world. 
it is magic for him and her . 
it is so very good, because all 
people have pride too. 
the many children in the country can have pride 
when they see the country is friendly and helpful. 
it makes them confident. 
it is great for all people when they have a good king in the country. 
the king does not discriminate. 
all people in the country, if there’s peace and tolerance 
should make peace.","king and queen 
have a lot of people in the country 
obey them and they can protect the people 
iin the country too. 
they have each other and they know a lot, 
but the king doesn’t forget his job should be to 
protect the country and the people. 
the king wants the country to help each other 
and have peace. 
the queen can help with the job, too. 
when they are free they can have a party, 
and visit around the world. 
it is magic for him and her . 
it is so very good, because all 
people have pride too. 
the many children in the country can have pride 
when they see the country is friendly and helpful. 
it makes them confident. 
it is great for all people when they have a good king in the country. 
the king does not discriminate. 
all people in the country, if there’s peace and tolerance 
should make peace.",1
1008,1008,XvtJJ,xvtjj,1,The Amazing Village,the amazing village,2017,0,EDM - Sisophon,Cambodia,Power,14,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","in my village, 
have a lot of people and a lot of animals. 
the children can run and play together. 
everyone is happy. 
everyone is confident. 
in my village, 
have a lot of trees, but it isn’t big. 
it has some rivers and some flowers. 
a lot of bucerflies like flowers very much. 
in the morning at my village 
some villagers go to work and the children go 
to school for study. 
my village is happy. 
the children are clever, lovely, and friendly. 
when it is khmer new year, 
my villagers play some tradilonal games together and 
we go to pagoda to offer some food to the monks. 
i love my village, 
because in my village we have a lot of fun. 
i want to stay there forever. 
i am happy to live there.","in my village, 
have a lot of people and a lot of animals. 
the children can run and play together. 
everyone is happy. 
everyone is confident. 
in my village, 
have a lot of trees, but it isn’t big. 
it has some rivers and some flowers. 
a lot of bucerflies like flowers very much. 
in the morning at my village 
some villagers go to work and the children go 
to school for study. 
my village is happy. 
the children are clever, lovely, and friendly. 
when it is khmer new year, 
my villagers play some tradilonal games together and 
we go to pagoda to offer some food to the monks. 
i love my village, 
because in my village we have a lot of fun. 
i want to stay there forever. 
i am happy to live there.","in my village, 
have a lot of people and a lot of animals. 
the children can run and play together. 
everyone is happy. 
everyone is confident. 
in my village, 
have a lot of trees, but it isn’t big. 
it has some rivers and some flowers. 
a lot of bucerflies like flowers very much. 
in the morning at my village 
some villagers go to work and the children go 
to school for study. 
my village is happy. 
the children are clever, lovely, and friendly. 
when it is khmer new year, 
my villagers play some tradilonal games together and 
we go to pagoda to offer some food to the monks. 
i love my village, 
because in my village we have a lot of fun. 
i want to stay there forever. 
i am happy to live there.",1
1009,1009,pxmzu,pxmzu,1,Love Family and Love Friends,love family and love friends,2017,0,EDM - Sisophon,Cambodia,Power,13,M,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","happy family 
have a good father and mother. 
son and daughter happily in family. 
have a good study and work hard. 
father and mother have pride in son and daughter. 
they have unity together. 
friends’ problems 
they are always unified and helpful with friends. 
with friends they do not discriminate. 
you can’t be lonely 
when you have friendship with my friends. 
in the family, we have warm hearts 
they are tolerant with my friends and family. 
they have equal rights in rules of living. 
we can help each other. 
i am proud of my country. 
i have a good family. 
i have a good friend. 
i always do homework with my friends every day. 
i love my family and love my friends.","happy family 
have a good father and mother. 
son and daughter happily in family. 
have a good study and work hard. 
father and mother have pride in son and daughter. 
they have unity together. 
friends’ problems 
they are always unified and helpful with friends. 
with friends they do not discriminate. 
you can’t be lonely 
when you have friendship with my friends. 
in the family, we have warm hearts 
they are tolerant with my friends and family. 
they have equal rights in rules of living. 
we can help each other. 
i am proud of my country. 
i have a good family. 
i have a good friend. 
i always do homework with my friends every day. 
i love my family and love my friends.","happy family 
have a good father and mother. 
son and daughter happily in family. 
have a good study and work hard. 
father and mother have pride in son and daughter. 
they have unity together. 
friends’ problems 
they are always unified and helpful with friends. 
with friends they do not discriminate. 
you can’t be lonely 
when you have friendship with my friends. 
in the family, we have warm hearts 
they are tolerant with my friends and family. 
they have equal rights in rules of living. 
we can help each other. 
i am proud of my country. 
i have a good family. 
i have a good friend. 
i always do homework with my friends every day. 
i love my family and love my friends.",1
1010,1010,kxngm,kxngm,1,Good Rules,good rules,2017,0,EDM - Sisophon,Cambodia,Power,14,M,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","a lot of teachers 
good teachers. 
a lot of class and a lot of students 
good rules. 
confident with friends 
study with friends 
can help each other in work, exercise or accidents. 
teacher teaches very good. 
it isn’t noisy in the class. 
listen to the teacher. 
don’t go to school late. 
obey rules.","a lot of teachers 
good teachers. 
a lot of class and a lot of students 
good rules. 
confident with friends 
study with friends 
can help each other in work, exercise or accidents. 
teacher teaches very good. 
it isn’t noisy in the class. 
listen to the teacher. 
don’t go to school late. 
obey rules.","a lot of teachers 
good teachers. 
a lot of class and a lot of students 
good rules. 
confident with friends 
study with friends 
can help each other in work, exercise or accidents. 
teacher teaches very good. 
it isn’t noisy in the class. 
listen to the teacher. 
don’t go to school late. 
obey rules.",1
1011,1011,bmjwt,bmjwt,1,In My School,in my school,2017,0,EDM - Sisophon,Cambodia,Power,15,M,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","i go to school 
i study with my friends 
and teachers in the school. 
i listen to the teacher. 
in free lme, i play football in the school. 
i study from 7 o’clock to 11 o’clock. 
i study maths from 7 o’clock to 9 o’clock. 
next, i study physics from 9 o’clock to 10 o’clock, 
and i study english from 10 o’clock to 11 o’clock. 
teachers are all good, my teachers are never late. 
in the school, i have a lot of best friends. 
and finally, i come back home with my friend.","i go to school 
i study with my friends 
and teachers in the school. 
i listen to the teacher. 
in free lme, i play football in the school. 
i study from 7 o’clock to 11 o’clock. 
i study maths from 7 o’clock to 9 o’clock. 
next, i study physics from 9 o’clock to 10 o’clock, 
and i study english from 10 o’clock to 11 o’clock. 
teachers are all good, my teachers are never late. 
in the school, i have a lot of best friends. 
and finally, i come back home with my friend.","i go to school 
i study with my friends 
and teachers in the school. 
i listen to the teacher. 
in free lme, i play football in the school. 
i study from 7 o’clock to 11 o’clock. 
i study maths from 7 o’clock to 9 o’clock. 
next, i study physics from 9 o’clock to 10 o’clock, 
and i study english from 10 o’clock to 11 o’clock. 
teachers are all good, my teachers are never late. 
in the school, i have a lot of best friends. 
and finally, i come back home with my friend.",1
1012,1012,JpKSr,jpksr,1,Proud Country,proud country,2017,0,EDM - Sisophon,Cambodia,Power,15,M,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","king and queen 
happy to control other people in the country 
other people obey him. 
king and people happy in the country. 
king and queen make rules 
people obey good rules 
the country has peace. 
they are great every day, because they respect the laws 
and don’t rob the people. 
they are helpful and friendly 
they can do a great job 
they have a lot of pride 
they are happy to work and improve. 
the students have good schools 
they can have good knowledge 
they can have good jobs together 
they are happy living in the country.","king and queen 
happy to control other people in the country 
other people obey him. 
king and people happy in the country. 
king and queen make rules 
people obey good rules 
the country has peace. 
they are great every day, because they respect the laws 
and don’t rob the people. 
they are helpful and friendly 
they can do a great job 
they have a lot of pride 
they are happy to work and improve. 
the students have good schools 
they can have good knowledge 
they can have good jobs together 
they are happy living in the country.","king and queen 
happy to control other people in the country 
other people obey him. 
king and people happy in the country. 
king and queen make rules 
people obey good rules 
the country has peace. 
they are great every day, because they respect the laws 
and don’t rob the people. 
they are helpful and friendly 
they can do a great job 
they have a lot of pride 
they are happy to work and improve. 
the students have good schools 
they can have good knowledge 
they can have good jobs together 
they are happy living in the country.",1
1013,1013,KFcob,kfcob,1,My School,my school,2017,0,EDM - Sisophon,Cambodia,Power,17,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","my school is big 
my school has a garden 
in the garden is a bucerfly 
my school has students 
my school has teachers. 
i like and love my teachers. 
my school has court 
in the court the students play football. 
my school has clasess for students to study. 
my school is good","my school is big 
my school has a garden 
in the garden is a bucerfly 
my school has students 
my school has teachers. 
i like and love my teachers. 
my school has court 
in the court the students play football. 
my school has clasess for students to study. 
my school is good","my school is big 
my school has a garden 
in the garden is a bucerfly 
my school has students 
my school has teachers. 
i like and love my teachers. 
my school has court 
in the court the students play football. 
my school has clasess for students to study. 
my school is good",1
1014,1014,RKBpr,rkbpr,1,Time Goes Ahead,time goes ahead,2018,0,EDM - Sisophon,Cambodia,Time,15,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","the time is important for us 
time never waits for us 
everyone always growing 
everything always changing 
baby 
child 
teen 
old 
unstable 
go back to the past 
child don’t care everything 
always happy and playing 
it can’t go back to the past 
just only remember 
because the time never goes back 
time is money.","the time is important for us 
time never waits for us 
everyone always growing 
everything always changing 
baby 
child 
teen 
old 
unstable 
go back to the past 
child don’t care everything 
always happy and playing 
it can’t go back to the past 
just only remember 
because the time never goes back 
time is money.","the time is important for us 
time never waits for us 
everyone always growing 
everything always changing 
baby 
child 
teen 
old 
unstable 
go back to the past 
child don’t care everything 
always happy and playing 
it can’t go back to the past 
just only remember 
because the time never goes back 
time is money.",1
1015,1015,khaim,khaim,1,My Dreams and Things I Like,my dreams and things i like,2018,0,EDM - Sisophon,Cambodia,Time,17,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","i sleep in my bed 
in my dreams 
i see my life is good 
i love my life in my dreams 
i see i have a big house 
in my house have a lot of good things 
i don’t get up 
i want to see it forever 
i like it. 
in my school have garden 
i see a lot of flowers 
it is beautiful 
flower is pink 
my friends like flowers too 
we are interested 
we love flowers that are pink 
we all smile together.","i sleep in my bed 
in my dreams 
i see my life is good 
i love my life in my dreams 
i see i have a big house 
in my house have a lot of good things 
i don’t get up 
i want to see it forever 
i like it. 
in my school have garden 
i see a lot of flowers 
it is beautiful 
flower is pink 
my friends like flowers too 
we are interested 
we love flowers that are pink 
we all smile together.","i sleep in my bed 
in my dreams 
i see my life is good 
i love my life in my dreams 
i see i have a big house 
in my house have a lot of good things 
i don’t get up 
i want to see it forever 
i like it. 
in my school have garden 
i see a lot of flowers 
it is beautiful 
flower is pink 
my friends like flowers too 
we are interested 
we love flowers that are pink 
we all smile together.",1
1016,1016,UFiNR,ufinr,1,The Good Memory,the good memory,2018,0,EDM - Sisophon,Cambodia,Time,14,M,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","when i was a little child 
i had a best friend 
he was very polite, kind 
tall, thin and the best smile 
in the morning 
we go to school 
after, we played together 
we were very happy 
we made a lot of good souvenirs 
we had the same dream 
we want to go to singapore 
because it is a modern city 
we will go there together 
all these souvenirs 
it’s a good memory 
that i can’t forget 
and remember forever.","when i was a little child 
i had a best friend 
he was very polite, kind 
tall, thin and the best smile 
in the morning 
we go to school 
after, we played together 
we were very happy 
we made a lot of good souvenirs 
we had the same dream 
we want to go to singapore 
because it is a modern city 
we will go there together 
all these souvenirs 
it’s a good memory 
that i can’t forget 
and remember forever.","when i was a little child 
i had a best friend 
he was very polite, kind 
tall, thin and the best smile 
in the morning 
we go to school 
after, we played together 
we were very happy 
we made a lot of good souvenirs 
we had the same dream 
we want to go to singapore 
because it is a modern city 
we will go there together 
all these souvenirs 
it’s a good memory 
that i can’t forget 
and remember forever.",1
1017,1017,UqzuK,uqzuk,1,Time,time,2018,0,EDM - Sisophon,Cambodia,Time,16,M,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","time is money 
time doesn’t stop 
time makes knowledge 
time can change 
time we can see 
time cannot touch 
time is your memory 
brain is memory 
the brain is making you 
have good and bad memories.","time is money 
time doesn’t stop 
time makes knowledge 
time can change 
time we can see 
time cannot touch 
time is your memory 
brain is memory 
the brain is making you 
have good and bad memories.","time is money 
time doesn’t stop 
time makes knowledge 
time can change 
time we can see 
time cannot touch 
time is your memory 
brain is memory 
the brain is making you 
have good and bad memories.",1
1018,1018,cpPxt,cppxt,1,Good Time,good time,2018,0,EDM - Sisophon,Cambodia,Time,14,M,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","time is not stopping 
i want to stop time 
the money can buy the time 
go back to the past 
live with my family 
friends, teacher 
stay in happiness 
achieve purpose 
happy 
excited 
visit with family 
after got success 
i’ll stay with family.","time is not stopping 
i want to stop time 
the money can buy the time 
go back to the past 
live with my family 
friends, teacher 
stay in happiness 
achieve purpose 
happy 
excited 
visit with family 
after got success 
i’ll stay with family.","time is not stopping 
i want to stop time 
the money can buy the time 
go back to the past 
live with my family 
friends, teacher 
stay in happiness 
achieve purpose 
happy 
excited 
visit with family 
after got success 
i’ll stay with family.",1
1019,1019,zFpSp,zfpsp,1,My Memory,my memory,2018,0,EDM - Sisophon,Cambodia,Time,15,F,1,"students from rural, impoverished families selected to receive accommodation to continue school at the nearest city","when i was 5 years old 
my mother told me to go make yourself some friends 
and go to study. 
when i was a child everything 
don’t make me too worried 
i was very happy 
i don’t think about everything around me 
when i was 14 years old 
i know about something 
i have to study 
and need a lot of something: very bad, and very happy. 
i have to try and learn it by myself 
time has to go. i have to go too. 
just don’t need the time.","when i was 5 years old 
my mother told me to go make yourself some friends 
and go to study. 
when i was a child everything 
don’t make me too worried 
i was very happy 
i don’t think about everything around me 
when i was 14 years old 
i know about something 
i have to study 
and need a lot of something: very bad, and very happy. 
i have to try and learn it by myself 
time has to go. i have to go too. 
just don’t need the time.","when i was 5 years old 
my mother told me to go make yourself some friends 
and go to study. 
when i was a child everything 
don’t make me too worried 
i was very happy 
i don’t think about everything around me 
when i was 14 years old 
i know about something 
i have to study 
and need a lot of something: very bad, and very happy. 
i have to try and learn it by myself 
time has to go. i have to go too. 
just don’t need the time.",1
